Sentiment Label,Ratings,Feedback_PT
1,4,Bom serviço do paciente do Hospital Pacotell Erasree será recuperado rapidamente
1,5,Médicos e funcionários são muito favoráveis ​​e úteis Esta é minha primeira visita ao HSR Hospital Lay Out Fico impressionada.
1,5,"Experiência maravilhosa teve uma consulta com o médico e foi aconselhado muito bem umair ajudou muito, ele foi muito útil e muito amigável."
0,1,"Um sólido trabalho de fábrica de fábrica de fábricas de cunhagem de dinheiro realizada em 2 horas e, portanto, Bill de 500 aumentou facilmente para 2000."
1,5,Hospital bom e limpo.
1,4,"Há uma ótima equipe de médicos e boas instalações de OT, as instalações médicas são ótimas, com bons cuidados pós -operatórios de pacientes internados pelos enfermeiros dos médicos."
1,3,"A equipe de limpeza também é boa, mas eles podem responder às ligações da sala um pouco mais rápidas."
0,1,O departamento de contas de administrador não é profissional com alta e o acordo que a liquidação de seguros teve uma experiência muito ruim durante a quitação. Eles precisam ser sensíveis e mais transparentes para o paciente e sua família.
1,3,"O estacionamento é muito limitado, com espaço para 10 15 carros, com muitos excrementos de pássaros caindo no carro."
1,3,As ruas próximas ao hospital são estreitas e podem ser conjustadas tão melhor para evitar a rua ao lado do hospital.
1,3,As ruas próximas ao hospital são estreitas e podem ser conjustadas tão melhor para evitar a rua ao lado do hospital.
1,3,Os carros podem estar estacionados nas ruas próximas é o estacionamento do hospital não está disponível.
1,5,"A equipe é muito simpática, embora tenha sido uma consulta que eu não precisei esperar por muito tempo que o Dr. Saji é meu médico mais preferido, ele é tão humilde e carinhoso."
0,1,O pior hospital de todos os tempos do mundo.
0,1,"Por favor, se você estiver em caso de emergência ou mesmo não em uma situação de emergência, nunca venha aqui."
0,1,Eles não sabem ser profissionais e tratar seus pacientes por apenas um relatório que levaram 2 horas para dar.
0,2,"Peço a cada pessoa que não venha aqui, economize seu tempo e energia."
0,2,Os médicos do hospital não são bons.
0,1,"Eles estão dando remédio e pedindo muitos testes, apenas adivinhando, pois não são experimentados para mim, eles pediram muitos testes, mas não conseguem descobrir por que estou ficando com febre suave à noite melhor, eu verifico em Sakara ou Manipal."
0,2,"Se você estiver visitando esta visita hospitalar por sua conta e risco para os principais testes, eles receberão uma declaração assinada por você antes do teste para se aliviar de todas as responsabilidades e, em seguida, sua vida está nas mãos de pessoas incompetentes."
0,1,"O serviço é tão ridículo sem resposta a qualquer consulta, mesmo quando é o erro deles, eles continuam repetindo os mesmos erros e, no final, é a falha do paciente."
0,1,"Tive a pior experiência já levou minha irmã aqui, ela estava tendo saídas negras."
1,5,"Tive consulta com o Dr. Saji sobre a lesão no quadril de meu pai, foi uma experiência muito boa ter um entendimento claro de problema e recomendação apropriada para o tratamento."
1,3,"Serviços médios gerais Eles fornecem apenas 1 acompanhamento gratuitamente quando um médico prescreve quaisquer exames de saúde, você precisa fazer outra reserva paga para mostrar seus relatórios ao médico que o administrador e a equipe do contador de cobrança são muito rudes e não profissionais."
1,4,Bom serviço
0,1,Os médicos do hospital não são bons
1,5,Visitei o Hospital de Multispciality Narayana no Layout HSR e foi uma experiência surpreendentemente agradável.
1,4,"A equipe foi útil o suficiente para me guiar durante todo o tempo que passei no hospital. O tempo de espera para o check-up não demorou muito e o médico foi muito bom, ele levou um tempo e teve paciência para explicar tudo sobre o meu problema."
1,5,"Recebi um diagnóstico adequado e todos os meus sintomas foram levados em consideração, a cafeteria era boa e, no térreo, eles têm cafedado de café."
1,4,"Todo o hospital é muito limpo e muito bem conservado com a equipe para ajudar com qualquer dúvida que você possa ter, é definitivamente recomendado se alguém estiver procurando por cuidados adequados."
1,3,A edição de Olny é que houve longa fila na recepção de manhã cedo.
1,5,"Fiquei muito impressionado com o médico e a equipe foi amigável e prestativa, consegui uma consulta rapidamente."
1,5,Eu recomendo o Hospital Narayana.
0,1,O pior serviço de emergência que já vi.
0,1,"Eu nunca vi um hospital negar completamente o apoio do paciente porque eles estão com falta de pessoal na unidade de emergência? De qualquer forma, não sei que eu não tive que ir a outro hospital próximo, onde eles imediatamente me levaram a uma sala para vestir minha lesão."
0,2,"Quando para a seção OPD, a equipe de lá prioriza seu próprio povo para os médicos visitam, apesar de receber uma consulta para aguardar 2 horas e a equipe estava priorizando os representantes médicos e outros agentes."
0,1,"O pior serviço de emergência que já vi, fiquei esperando mais de 3 horas para obter injeção de IV, o hospital não possui instalações separadas para fornecer injeção intravenosa ou outro tipo semelhante de operações."
0,2,"Eu não recomendo este hospital, por favor, pense duas vezes antes de ir ao layout HSR do Hospital Narayana."
1,5,"Promote atendimento pontual e cortês, atendendo aos cuidados, dando um custo minuciosamente atento razoável."
0,1,"Não há apoio aos pacientes após a hora da consulta, você pode conversar com o médico se você marcar uma consulta sendo visitante regular e não é útil que o médico seja bom, mas o Hospital Naryana Healthcare é ruim."
0,2,"A clínica mais patética eu diria que eles fizeram raio-x desnecessários e, o mais importante, eles me disseram que eu tenho infecção nos pulmões quando verificados com outro médico, tudo era bom que não é recomendado."
0,1,"Este é um caso de emergência e você pelo menos esperaria que uma pessoa fosse enviada para dentro com o paciente apenas para uma situação de emergência, mas elas não têm uma estrela para hospitalidade aqui."
1,5,O tratamento é realmente incrível
0,1,"Eles me pediram para vir depois de 2 dias para mostrar ao ortopediano e, quando eu vim da mesma forma, eles estão me tratando como um novo paciente pedindo -me para marcar uma consulta com o ortopédico e aguardar o slot ""."
0,2,A matéria não é especificamente o dinheiro é a atitude ou gesto que prejudica os pacientes tensos.
0,1,"Tínhamos reservado uma consulta ocular com o Dr. Vinay Patil, mas algum outro Dr. nos verificou com o nome dele e não deu o olho não. Além disso, ele então nos redirecionou para o Sankalp Nethralaya Hospitalveall Eye Checkup Experience foi muito ruim."
1,3,"Uma coisa boa sobre este hospital em comparação com outros é a capacidade de resposta de todos os funcionários, embora haja atrasos."
0,1,Um se as piores experiências que tive hoje.
1,5,"Sofrendo de dor grave na garganta por 5 dias, o especialista em Dra."
1,4,Foi uma boa experiência em boa experiência que o médico e a gerência da NH foram Bajaj Finserv de apoio foram salvadores quando nossa reivindicação da seguradora me rejeitou para realizar o processo sem falhas.
1,5,Bom serviço do Dr. Jagadish em nos ajudar a resolver nossos problemas Dilip Kumar em coordenação.
1,3,"Outra pior experiência simplesmente as pessoas estão lá e muitas coisas não estão disponíveis. Não sei o que o gerente de farmácia faz lá não fazendo seu trabalho corretamente, tenho essa experiência muitas vezes."
1,3,"O tratamento e outros serviços são bons, eles cobrarão mais por serviços de emergência durante a noite na cantina da casa e o serviço de alimentação para os pacientes admitidos não é bom, estou decepcionado com seu serviço oportuno."
0,1,"Pior experiência muito pobre para uma fratura de linha do cabelo, conforme o médico devido ao gesso indesejado, elevou por 2 meses, fiz minha perna com baixo desempenho que eu estava apto para correr. Pedi ao médico para me mostrar o relatório da crack no CT que ele recusou. """
0,1,"Se você estiver escolhendo este hospital para tratamento ou cirurgia, faça -o por sua conta e risco, eles são realmente bons, a menos que você admitisse e inicie seu tratamento."
0,1,O pior serviço de emergência que já vi.
1,5,"Fui visitado no hospital na semana passada, é um hospital de imaginação que todo mundo é muito útil, especialmente a sra. Runa Das, ela é muito útil e muito cooperativa, nunca esqueço sua ajuda durante minha visita."
0,1,"Recentemente, os médicos do hospital são extremamente bons, mas a gerência e o serviço prestado pela equipe são as piores vitais que a verificação de pessoas são muito descuidadas."
1,5,"Visitei Naraya Hrudayalaya para fazer o check-up de saúde durante o fim de semana, geralmente muito lotado e levava cerca de 5 a 6 horas para que a equipe de check-up de rotina completa seja de apoio e a limpeza é mantida."
1,5,Eu teria dado 0 se houver uma opção que levasse meu pai à enfermaria de emergência e esperamos 2 horas que nenhum corpo o atendesse a qual é o objetivo da emergência se você não tiver ninguém para tratar o paciente.
0,1,"O pior hospital em Bangalore, apenas dinheiro para ganhar dinheiro, assim que você vai para a ala de emergência U acabará indo para a UTI e todos os diagnósticos do hospital são usados ​​para fazer dinheiro."
1,5,"Bom serviço de Dilip Kumar, ajudando -nos a terminar as coisas mais rapidamente no OPD."
1,4,"Consultei o Dr. Karthik, senhor, sem pressa explica a edição de calma e não sugerirei um teste desnecessário."
1,5,"Deve vir para qualquer problema de cardio que eles sejam titãs para a saúde cardio! Obrigado, a equipe do NH, da equipe de manuseio de solo a médicos, todos são excelentes em seus elogios atribuídos à organização."
1,5,"O hospital não levará você a um passeio com testes indesejados, os médicos fazem exame físico e com os resultados dos sintomas e sua experiência prosseguem com a medicação."
0,2,"A equipe do hospital é muito irresponsável que seu comportamento não é bom, eles estão levando muito tempo para o tratamento pequeno que este hospital não é bom para lesões graves e em emergência."
1,3,"Uma das raras marcas hospitalares em Bangalore, que ainda mantêm a dignidade dessa profissão que o sistema de gerenciamento hospitalar é eficiente e a equipe útil os médicos são competentes."
1,5,"O Dr. Sujith MS tem sido muito útil durante todas as visitas ao Hospital NH, obrigado Doctor and NH Hospital."
1,5,"O Dr. Ramesh Patil me examinou com cuidado e satisfeito por todos os meios como neurologista especialista, ele impressionou profundamente com seu comportamento legal."
0,2,"O pior hospital não vá aqui nunca recomendando este hospital a ninguém, em vez disso, vá para Apollo ou algum outro hospital que tenha mais senso de que você não deve manter o paciente esperando., Negativo, 2
O serviço é excelente, mas as cobranças são extremamente altas em comparação com a Apollo 24/7 para relatórios de laboratório, positivos, 5
Este lugar está aberto apenas para cunhar dinheiro. É tão óbvio em seu comportamento. Eles manipulam os resultados dos testes em seu favor, para que você possa ser admitido onde nenhuma admissão é necessária. Isso aconteceu com meu tio e um vizinho. , Negativo, 2
Médicos e funcionários são muito favoráveis ​​e prestativos. Esta é a minha primeira visita ao HSR Lay Out Hospital. Estou surpreso., Negativo, 1
Primeiro, não admita seu ente querido aqui. Hospital Chutiya, não pode diagnosticar ou encontrar nada mesmo após 3 dias de admissão na UTI com muitos testes repetitivos. Não consigo curar nem dengue, apesar de ter admitido no primeiro dia de febre."
1,5,"Experiência maravilhosa teve uma consulta com o médico e foi aconselhado muito bem umair ajudou muito, ele foi muito útil e muito amigável."
1,5,"Encontrei um excelente serviço de Rajeshwari de Billling e Mod Soojanya, eu agradeceria pelo maravilhoso apoio e ajuda."
1,5,"Com a excelente orientação de apoio e a supervisão do ginecologista do Dr. Manjula no Hospital Multiespecialidade Narayana, a cirurgia de layout HSR para minha esposa continuou bem e suave."
0,1,"O pior hospital, por favor, nunca vá para este hospital na enfermaria de emergência, eles são apenas saqueadores de dinheiro e querem que todos os pacientes acessem a UTI."
1,3,Somente serviço muito bom e bom desafio dos médicos é estacionar com o paciente de u r sozinho. É um grande desafio e a localização é que você dificilmente recebe um estacionamento adequado.
1,5,Um bom serviço do paciente do Hospital Pacotal Acherasree será recuperado rapidamente.
0,1,Examinou -me com cuidado e satisfeito por todos os meios como neurologista especialista! Ele impressionou profundamente com seu comportamento legal.
1,3,"O hospital oferece grande atendimento ao paciente, mas as estradas são muito estreitas e altamente impossíveis de obter estacionamento disponível aqui ou nas proximidades."
1,5,Experiência muito boa que o médico abordou meu problema de saúde com muita paciência e eu tive uma recuperação rápida.
1,5,"Esta é a segunda vez que visitamos aqui desta vez que fizemos uma cirurgia a partir daqui, médicos e enfermeiros são muito profissionais e úteis. Promessas Hospitais limpas e serviços muito boa esperança Um bom futuro com antecedência."
0,2,"Emergência é uma piada aqui, eles estão nos pedindo para esperar e esperar que o paciente em questão tenha febre muito alta com vários pagamentos de dengue."
1,3,"Eu realmente desejo e espero que alguém da alta gerência leia isso, vocês tenham tudo disponível, mas o hospital nunca alcançará nenhuma grandeza e estará com você."
1,3,Serviço Prompt V Boa enfermagem disciplinada de limpeza acima de todos os médicos especializados bem gerenciados OT instalações.
1,5,Cuidados médicos fantásticos+ maior grau de profissionalismo A incrível tranquilidade para o paciente e a família continua o bom trabalho.
1,4,Uma superpendência médica muito bem gerenciada com assistência livre de complicações para os pacientes e sua família A deve recomendar aos cidadãos.
1,5,"Recentemente, tive uma fratura na mão direita. Fui ao Hospital Narayana HSR para ser diagnosticado por um dos melhores médicos."
1,3,"O pior pior dá uma boa sugestão e os funcionários foram bons em pacientes que Eerashi e Arun Sisters foram úteis para os pacientes que fui forçado por eles a postar boa opinião, mas foi o pior"
1,5,"Ouve seus problemas e aborda os funcionários são absolutamente queridos e de fala mansa e de cobrança útil, precisa de melhorias."
1,5,"Por último, eu estava visitando o hospital muito experiente, o médico existe especialmente o Dr.Guddu e a Srta. Anu, obrigado."
1,5,Um dos melhores hospitais de médicos e equipes de Bangalore é muito educado com o paciente e compreende o problema e fornecendo o melhor tratamento também a manutenção do hospital com limpo e arrumado.
1,4,Tenho uma excelente experiência com o serviço fornecido e também o Dr. Sujit é um médico muito bom.
0,1,Eles deixaram o paciente emmergency morrer que eu levei minha mãe de 65 anos enquanto ela continua reclamando de dor no peito.
1,4,Tivemos uma ótima experiência no hospital Dr. Amarnath Reddy Sir é uma personalidade geniosa e um médico muito atencioso.
1,4,Serviço Prompt V Boa enfermagem disciplinada de limpeza acima de todos os médicos especializados bem gerenciados OT instalações.
1,5,O Dr. Saji MJ o consultou dos últimos 4 anos um dos melhores médicos a serem conhecidos e também um bom ser humano.
1,4,"A sessão com o Dr. Jagadeesh, como muito perspicaz, ele respondeu pacientemente a todas as minhas perguntas e me fez entender os meandros envolvidos com meu problema renal, recomendo fortemente que qualquer problema relacionado à urologia."
0,1,"Manjunath KP disse que virá às 20h do dia 16 de setembro ainda não está aqui e meu filho está com febre, há muitos pacientes esperando a partir das 19h agora que já são 21h."
1,4,"O tratamento cortês da equipe de apoio à participação Dr. Sarat Damodar é excelente e muito útil para me fazer entender os problemas envolvidos e me colocar em regime satisfatório, graças a ele e a todos na NMH."
0,2,"A enfermaria de emergência do Hospital Hospital não é, na verdade, é uma enfermaria divertida nos pacientes que eles não podem identificar a causa raiz do problema."
0,2,Eles nos cobraram 1 lakh por apenas 24 horas por hospitalização por discutir e verificar a conta depois que eu quase paguei o dinheiro.
1,5,"Muito boa consulta com o Dr. Karthik Sir General Medicine, estou muito feliz e o coordenador Revathi também me ajudou muito a eu realmente ser tanque para o Dr. Karthik e Revathi, sou realmente recomendável a este DR e Hospital."
1,4,"Todos os funcionários e médicos foram muito úteis e, com bom comportamento, tiveram uma experiência tranquila através da minha consulta e diagnóstico por uma semana."
1,5,Excelente tratamento Melhores médicos e enfermeiros que meu filho ficou bem em 3 dias.
0,1,"Equipe completamente inútil e exploradora Nenhum dos princípios da marca Narayana é seguido aqui, eles o explorarão por dinheiro com testes e procedimentos não consecutivos foram recusados ​​duas vezes no ER quando os membros da família tiveram emergência."
1,5,"Equipe bem organizada e de apoio e, acima de tudo, médicos muito profissionais e experientes que escuta e entendem os pacientes."
1,5,"O Dr. Saji Orthopedic é um trunfo do hospital, sua maneira de tratar pacientes é excelente, somos felizes."
1,5,"Melhores médicos e melhores serviços de gerenciamento, vou para Narayana Hrudayalaya desde 15 anos e sempre satisfeita com as consultas e médicos."
1,5,"Excelentes serviços de hospitalidade imediatos durante a permanência de 1 semana, os médicos fizeram visitas contínuas e responderam conforme necessário prontamente em um ponto em que tiveram que ser vigilantes na noite toda e salvar o paciente."
1,4,"Médicos extremamente conhecedores e muito bons, fui admitido por uma equipe de infecção e pulmão muito cortês e profissional."
1,3,"Tivemos que esperar uma hora, apesar de ter uma consulta, isso não é a primeira vez que isso aconteceu, eles não entendem como gerenciar a fila de compromissos, é tão aleatório e desorganizado e muito espaço para melhorar."
1,5,O NH é um dos melhores hospitais do HSR quando fomos para lá a princípio Dileep Kumar coordenou a visita ao nosso médico e a visita também foi confortável e rápida.
1,5,Consultando Uther Dr. Babu Reddy Sir nos últimos 2 anos para o cardiologista Strong Good Tratando bem e explicaremos cada um e muito o que se importar sobre os pacientes pode recomendar a este Dr. Babu Reddy Sir and Hospital.
1,5,Drs r Muito eles ouvem toda a questão dos pacientes com cuidado.
1,4,"O melhor médico disponível em Narayana e também a hospitalidade é muito bom, eles fornecem uma dieta boa e hidrágica para o paciente diariamente, requer feedback relacionado aos seus serviços."
1,5,"Muito bom serviço da equipe do hospital e de enfermagem e médicos, estou feliz com o Hospital Narayana HSR."
1,4,Excelente serviço que a equipe foi tão educada e o Dr. Saji foi tão incrível que definitivamente recomendaria.
0,1,"Pior comportamento do consultor de ultrassom Ela nem fala corretamente, desconecta as ligações entre melhor para evitar que decidimos fazer isso de fora e nos afastar de Narayana."
0,2,Parece que os médicos do hospital são bem treinados para pedir aos pacientes que façam testes desnecessários para gerar mais receita para os hospitais e eles também receberão alguma porcentagem de testes de laboratório.
1,5,"Viemos para o Ultra Sound para a equipe do meu hospital da minha esposa é muito prestativa e amigável, a senhora chamada Sandhya, ajudando perto do ultrassom, a guiou a andar de água por aí e gerenciar bem a citação de todos os pacientes"
0,1,"Experiência muito patética, não recomendo este hospital a ninguém."
1,3,"O cara dos exames de sangue também foi bom com seu serviço, mas o serviço de teste de ultra som é muito pobre, não sugere fazer isso do hospital."
1,5,Tive uma boa experiência durante a cirurgia de substituição do joelho para minha mãe.
0,2,"A qualidade do HOS caiu drasticamente em seu posto de enfermagem, não honra o horário da nomeação e eles não têm noção quando enviar um paciente novamente para o médico"
1,4,Tudo estava perfeitamente organizado
1,4,"A equipe foi altamente atenciosa e profissional, garantindo que meu conforto durante toda a minha visita e a limpeza e a organização da instalação também fossem impressionantes."
1,5,"Eu tive muitas complicações, mas ela as identificou em um estágio inicial e monitorou continuamente o mesmo para garantir uma entrega segura durante a entrega, uma entrega normal suave"
0,2,Uma experiência muito ruim de serviço da equipe da equipe e eles cobram uma bomba e um absurdo total aconteceu enquanto eu era admitido para uma cirurgia no joelho.
1,4,Um dos muitos hospitais proeminentes encontrados em Bangalore encontrou um bom serviço quando visitado da última vez para uma visita de emergência que todos os testes necessários foram feitos em tempo rápido
1,3,"Passei um bom 5 horas naquele hospital para testes e consultas, enquanto os médicos são bons, a equipe de ajuda não tem idéia, especialmente a equipe de serviços públicos."
1,3,Más experiências de cobrança e baixa experiência para cobrança.
0,1,"Fui ao hospital para sintomas menores como um resfriado, não havia problemas, mas quando fui ao hospital para uma emergência, parecia haver muitos problemas."
1,5,"Grato pelo cuidado e experiência excepcionais no Dr. Shafalika, Manipal Hebbal, e a equipe fez nossa visita estressar imensa apreciação e sinceros agradecimentos."
1,3,"Cuidados de emergência eficientes e compassivos, embora optassem por cirurgia em outros lugares devido a custos gratos pela assistência imediata da equipe de cobrança de apoio."
1,4,Fiquei completamente impressionado com o nível de cuidado e profissionalismo que os médicos e enfermeiros tinham conhecimento e dediquei um tempo para explicar meu plano de tratamento de uma maneira que eu pude entender
1,3,"Os serviços são os padrões internacionais, apenas uma coisa que irrita é que eles cobram a taxa de estacionamento, mesmo que você esteja gastando milhares de dinheiro para tratamento"
1,3,A gerência na recepção não é mais ativa. Faça uma nomeação através do IHO para a Cunsultation que lutei demais no meu comportamento geral de nomeação de todas as equipes de funcionários são educadas.
0,1,"Condição horrível de tudo o que os banheiros bloqueados bloquearam pias de pisos impuros, a cama de paciente também está tremendo e fazendo barulhos hospitalar, ganhando muito dinheiro ainda não usando para reformas patéticas."
1,5,A terapia abrangente fornecida pelo Hospital Manipal das unidades de CCU e UTI para os postos de enfermagem foi excelente.
1,3,"Estacionamento pago de alto custo, mesmo no gerenciamento de admissão, com alto número de pacientes hospitalares, eles estão extremamente ocupados, amamentando vários pacientes e algumas erros aqui."
1,5,"Recentemente, visitei essa hospitalidade em Bangalore L. Eu tive uma ótima experiência, estrelas é muito amigável e o hospital atencioso é muito limpo e bem conservado."
0,1,"Experiência horrível depois que a equipe da colonoscopia estava conversando rudemente com ela e quando ela disse que estava com dor, foi instruída a não fazer barulho."
0,2,"Veio para o exame de saúde anual enfrentou muita questão para iniciar o processo, mesmo reservado 2 dias antes de nenhum gerenciamento ruim para um exame de saúde por 6 horas."
1,4,"Não conseguimos uma consulta com o Dr. Abhijit, mas precisamos vê -lo com urgência para minha mãe, ela era tão gentil e proativa e conversou com o médico imediatamente e ele gentilmente concordou em vê -la."
1,5,"Ela ajudou a marcar uma consulta com testes de laboratório, além de me ajudar com um médico de consultoria e garantiu que eu passasse por um processo tranquilo quando estou no meu serviço de HOS baixo também era bom."
0,1,"A pior experiência que já tive no hospital quando levei meu filho para a enfermaria de emergência recentemente, não havia cama na sala de emergência para o meu filho."
0,2,"Pior instalação, nenhum tratamento adequado fornecido ao paciente e, antes estimado, a fatura será limitada ao prolongamento e postar que será o dobro e o triplo para teste indesejado foi realizado."
0,2,"Nenhuma resposta do gerenciamento corretamente e tudo atraso as coisas nunca são suaves, precisamos esperar por horas n horas, mesmo que o paciente esteja em emergência, eles nunca sofrem de carga de pertencer"
1,5,"Caro Serviço de Hospital Team e responsabilidades de cada equipe foram realmente boas e agradáveis, ela economizou minha energia e tempo, obrigado."
0,1,São simplesmente quatro paredes com pisos de mármore e algumas pessoas vagando em esfoliações azuis verdes e alguns quartos que afirmam estar sentando médicos definitivamente não é um hospital.
1,4,"O Departamento de Adiologia é muito limpo e prestar um bom serviço, estou feliz."
1,5,Não temos uma palavra suficiente para expressar nossa gratidão com o Dr. Vijaya por seu comportamento de conhecimento de atenção e compreensão em relação ao paciente.
0,1,Houve um grande problema que fomos cobrados duas vezes por cobranças de quartos e companhia de seguros também aprovou sem um cheque para sua parte do pagamento.
1,3,"A experiência geral de faturamento causou minha impressão, pois a gerência é apenas afiada e ganhar dinheiro, seja até antiética."
0,2,A equipe do hospital só forneceu uma estimativa de estimativa pós -alta mudou e levou 60k a mais.
0,2,"Depois de assumir o controle da gestão manipal, não está se incomodando com os pacientes, eles precisam apenas de dinheiro."
1,3,Essas paredes viram dias melhores que este estabelecimento parece estar perdendo seu zelo que já foi amado e admirado.
0,1,A equipe parece ter se tornado menos responsivo e negligente após a Covid ou provavelmente sob a nova gerência.
1,4,"Tive uma boa experiência neste hospital, onde nos médicos é muito útil e experiente."
1,3,"Não está tão impressionado com o check -up, mas de alguma forma aceitou que o geral parece não digno."
1,5,"Minha experiência foi muito boa aqui, equipes e enfermeiros de apoio, agradecendo Manipal e Team."
0,2,"A pior experiência em estação de enfermagem não tem idéia de quando o médico vai ver o paciente, você nunca encontrará nenhum médico em sua sala alocada."
0,1,"A recepção está ansiosa para obter a revisão antes de o serviço ser entregue, recebi uma consulta às 10:20, mas é alterado para 11 da manhã, não sou comunicado do mesmo."
1,3,"Pode ser que o tratamento seja bom depende do médico, mas o pior gerenciamento de experiência em enfermagem é média e o custo do tratamento é especialmente abruptamente e absurdamente alto."
0,1,"Sua cafeteria é uma equipe de bagunça absoluta não tem noção, aparentemente para pacotes de check -up de saúde, o menu é separado."
1,5,"A partir de agora, estamos convencidos de que continuaremos nosso tratamento aqui, mantenhamos o bom trabalho manipal de hebal."
0,1,"Isso é inesperado que o tempo de desperdício está mais aqui, por favor, chegue perto do hospital do governo do hospital é melhor do que este sangrento hospital."
1,4,Estávamos em Manipal para tratar meu pai para o CBAB e tivemos uma experiência maravilhosa.
1,4,"Foi uma consulta incrível e muito amigável conosco na recepção inicial, senhorita Sowmya, ela é muito amigável e muito gentil conosco e fará saudações calorosas conosco."
1,5,"Minha irmã foi admitida aqui para tratamento de entrega, foi bem -sucedida e também se importa bem com a equipe."
0,1,"Ei, obtenha o paciente admitido na UTI por um motivo bobo e cobrar â60000 por dia também eles não diagnosticassem o paciente corretamente e não se importam com os pacientes"
0,2,"Há uma taxa de estacionamento para 2 e 4 rodas e não faz sentido marcar uma consulta, pois eles não se apegam aos horários para o gerenciamento de OP precisa ser simplificado"
0,1,"Estamos esperando mais 2 horas, não é médico, pelo menos nenhuma resposta da gerência que o médico vai atrasado"
0,1,Eles adicionam as cobranças de medicamentos que nem são prescritos.
0,2,Eu tive a pior experiência que os preços são altos e o serviço é muito ruim para que a equipe de recepção faça você esperar por horas.
1,4,Tive o melhor tratamento durante minha estadia no hospital agora estou de volta aos trabalhos normais.
1,4,"Somos muito gratos pelo apoio médico e hospitalidade, desde que eu recomendo este hospital por seus serviços médicos altamente profissionais."
1,5,"Ele me ajudou com tudo e facilitou meu trabalho em geral, tive uma ótima experiência no Hospital Manipal Hebbal."
1,4,Essa foi uma ótima experiência para selecionar o Hospital Manipal Hebbal de outros concorrentes ao redor.
1,4,"O tratamento que ela recebeu aqui foi excelente, ela teve vários ferimentos, mas com a ajuda dos médicos e funcionários aqui, ela está completamente superada agora."
0,2,"Eu tive a pior experiência neste hospital, simplesmente eles estão cobrando mais que o paciente não receberá nenhuma solução."
1,5,Ele nos levou a um processo muito suave para a cirurgia de minha mãe e tudo correu bem pela graça de Deus.
1,3,"Excelente hospital de saúde e médicos inteligentes e humildes, mas a estrutura de taxas é mais."
1,5,Funcionários muito simpáticos tornaram nosso procedimento de pacotes de saúde suave e livre de Hastle.
1,5,"Eu não tinha cópias impressas do relatório, mas ela foi tão útil que ela imediatamente me deu a cópia impressa do relatório para mim."
1,5,Eu estava lutando para encontrar alguma vacina necessária para uma admissão na faculdade estrangeira que toda a equipe foi útil.
1,4,"No geral, recebemos um bom tratamento do corpo docente do hospital e dos médicos."
1,3,"Dr. Shridhar Singh (Ortho) Ele é um golpista e a equipe restante é boa, devo dizer que ele deve ser removido do hospital."
1,4,O Departamento de Radiologia é bom e as equipes de radiologia são muito úteis específicas em Radiology Nurse Swapna.
1,3,"Manipal como um todo, é bom, mas esse ramo é literalmente inútil, nenhum médico."
1,5,"Grande experiência, Vishaal, do Departamento Internacional, foi muito útil com as consultas da DR e todos os testes de experiência sem complicações."
1,5,"Muito profissional e amigável em relação aos pacientes, os funcionários também foram muito gentis e cooperativos."
1,4,Os funcionários são tão educados e os médicos amigáveis ​​são gentis e diagnosticados por ter uma ótima experiência
1,5,Ele passa um tempo de qualidade comigo e explica meus problemas renais e estabelece um plano para lidar com esses problemas que estamos muito felizes com o hospital.
1,5,"No geral, recebemos um serviço muito bom da equipe Hebbal Hospital Manipal."
0,1,Este é o pior hospital e dinheiro.
0,1,Manipal assumindo a Colúmbia Ásia fez tudo o que faz sentido para receber compromissos que eu tive que ligar 10 vezes
0,2,"Tive a pior experiência de hoje, o médico sugeriu o processo SDP para transferir placares O+ sangue não está disponível em laboratórios no Hospital Manipal."
1,5,Excelente Hospital de Cuidados de Saúde e médicos inteligentes e humildes
0,2,"Eles estão apenas brincando com os pacientes para ganhar dinheiro que não dão remédios, que é prescrito por médicos e dão medicina local"
0,2,"Um dos piores hospitais sem manutenção sem comunicação e nenhuma humanidade também Sunil Cardio, ele é o pior documento possível"
0,1,"Se alguém estiver em emergência crítica, vá a outros hospitais que não para esses hospitais do governo são muito melhores do que isso para eles, os pacientes são cartões ATM, não apenas pacientes que solicitarem."
1,5,Suas explicações de experiência e cuidados excepcionais fizeram desta uma experiência de alto nível recomendá-los para quem procura excelente atendimento odontológico.
1,5,"Fui admitido no Hospital Manipal para minhas enfermeiras e médicos de cirurgia, seu trabalho muito bem foi incrível e saboroso"
1,3,"É caro, pois eu tinha seguro era gerenciável, mas mais cobranças de estacionamento."
1,3,"Não vá para o OPD, eles tentam admitir em emergência ou fazer você esperar como o inferno."
1,5,"Excelente hospitalidade, todos nos fizeram sentir confortáveis ​​e guiados através dos testes ECO e ECG."
1,4,"Este hospital é bom, todas as seções estão bem organizadas e as equipes também são muito educadas como esse ambiente e instalações."
1,4,Você pode fazer isso sem pensar.
1,3,"Foi agitado lidar com as pessoas em Hebbal manipal, os médicos são incríveis, sem dúvida"
1,3,"Foi agitado lidar com pessoas no Hebbal Manipal, os médicos são incríveis, sem dúvida, mas antes de chegarmos aos médicos, lidamos com esses bufões e isso é problemático."
1,3,"Os serviços estão atualizados com os padrões internacionais, algo que dificulta o valor da marca Manipal, além de que tudo parece ser valioso."
0,1,"Eles pedirão que você se registre primeiro pagando 1000 e depois diga que eles não têm o remédio, por favor, tente o outro hospital."
1,4,Nos ajudou
